id,Name
L04_01,Caterpillar
L04_02,Shovel
L04_03,Football
L04_04,Collar
L04_05,Sword
L04_06,Wizard'S Hat
L04_07,Candle
L04_08,Vase
L04_09,Orange
L04_10,Carnation
L04_11,Trophy
L04_12,Monocular
L04_13,Rabbit
L04_14,Angel Statue
L04_15,Mushrooms
L04_16,Envelope
L04_17,Glasses
L04_18,Clover
L04_19,Lantern
L04_20,Magic Bottle
L04_21,Pigeon
L04_22,Dragonfly
L04_23,Bee
L04_24,Bell
L04_25,Scorpion
L04_26,Music Note
L04_27,Corns
L04_28,Cross
L04_29,Scroll
L04_30,Spider
L04_32,Crown
